Name,Platform,Year,Genre,Global_Sales
Judge Dredd: Dredd Vs Death,3DS,2012,Puzzle,0.02
Star Trek: Legacy,XB,2002,Sports,0.02
NHL 16,PSP,2010,Misc,0.02
Wall-E,DS,2008,Simulation,0.02
Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS,2000,Strategy,0.02
Davis Cup Tennis,PS2,2007,Fighting,0.02
Pro Rally,X360,2011,Shooter,0.02
XCOM 2,PS,2000,Shooter,0.02
Football Academy,PSP,2013,Adventure,0.02
Kimi ni Todoke: Sodateru Omoi,PS3,2016,Action,0.02
Call of Duty: Modern Warfare Trilogy,PSV,2016,Adventure,0.02
Let's Pilates!,X360,2012,Action,0.02
Memories Off #5: Encore,PC,2003,Adventure,0.02
Brave Story: Boku no Kioku to Negai,PSP,2009,Misc,0.02
Zombie Hunters 2,PSP,2012,Action,0.02
WRC 5: FIA World Rally Championship,PS2,2007,Role-Playing,0.02
Custom Drive,PS2,2009,Shooter,0.02
Ferrari: The Race Experience,PS,1997,Puzzle,0.02
Tsuyo Kiss 2 Gakki: Swift Love,PSP,2009,Role-Playing,0.02
Achtung Panzer: Kharkov 1943,PC,2013,Simulation,0.02
Konductra,DS,2008,Racing,0.02
Samurai Jack: The Shadow of Aku,PS2,2006,Simulation,0.02
Winning Post 7 2013,Game BoyA,2006,Misc,0.02
Platypus,GC,2003,Action,0.02
Command & Conquer 4: Tiberian Twilight,PC,2011,Racing,0.02
The Incredibles: Rise of the Underminer,X360,2011,Misc,0.02
Winter Sports 3: The Great Tournament,DS,2010,Adventure,0.02
Farm Frenzy,Game BoyA,2006,Action,0.02
Ore wa Shoujo Mangaka,PS2,2008,Adventure,0.02
Busou Renkin: Youkoso Papillon Park e,PS2,2006,Adventure,0.02
A Vampyre Story,XB,2006,Sports,0.02
Puyo Puyo Tetris,X360,2012,Action,0.02
Exhibition Volume 6,Wii,2010,Sports,0.02
Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,PS3,2015,Action,0.02
The Haunted: Hell's Reach,WiiU,2014,Action,0.02
Phoenix Wright: Ace Attorney Trilogy,Game BoyA,2006,Misc,0.02
Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,XB,2006,Shooter,0.02
LifeSigns: Surgical Unit,TG16,1995,Shooter,0.02
I Love Horses: Rider's Paradise,PS2,2007,Action,0.02
Kao the Kangaroo Round 2,Game BoyA,2002,Action,0.02
Majesty 2 Collection,PS2,2007,Simulation,0.02
Sniper Elite,PS4,2015,Puzzle,0.02
The Dark Hills of Cherai,PS,1997,Action,0.02
FIFA Soccer 08,PC,2008,Shooter,0.02
Zoey 101: Field Trip Fiasco,PSP,2007,Adventure,0.02
Dream C Club: GoGo,3DS,2012,Action,0.02
Usavichi: Game no Jikan,DS,2006,Misc,0.02
Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2007,Simulation,0.02
Otona no Renai Shousetsu: Harlequin Selection,XB,2003,Adventure,0.02
White Album 2: Shiawase no Mukougawa,DS,2009,Misc,0.02
W.L.O. Sekai Renai Kikousen,Wii,2010,Shooter,0.02
Psychedelica of the Black Butterfly,PSP,2010,Adventure,0.02
Final Fantasy XI: All-In-One Pack 2006,PSP,2010,Adventure,0.02
Joint Operations: Combined Arms,PS2,2007,Strategy,0.02
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,PSP,2010,Adventure,0.02
Winning Post 7: Maximum 2007,NG,1995,Sports,0.02
Monster Trux Offroad,PSV,2015,Adventure,0.02
Assault Suit Leynos,3DS,2012,Action,0.02
Dragon Booster,DS,2006,Misc,0.02
Germany's Next Topmodel 2011,PSV,2015,Adventure,0.02
Drakensang: The Dark Eye,DS,2007,Platform,0.02
Storm Lover 2nd,Wii,2011,Role-Playing,0.02
Kadenz fermata//Akkord:fortissimo,PS3,2015,Action,0.02
DuckTales: Remastered,PSV,2015,Action,0.02
Transformers: Prime,Game BoyA,2004,Adventure,0.02
Contrast,PC,2010,Sports,0.02
Arcana Famiglia 2,PSP,2010,Adventure,0.02
Taishou Moebius Line Vitable,PC,2008,Role-Playing,0.02
Shinkyoku Soukai Polyphonica,PS3,2016,Misc,0.02
PDC World Championship Darts 2008,Wii,2009,Simulation,0.02
San Goku Shi DS 2,PSP,2006,Racing,0.02
Strongest Tokyo University Shogi DS,PSP,2012,Role-Playing,0.02
Shin Sangoku Musou Online: Souten Ranbu,3DS,2015,Action,0.02
Elven Legacy,PC,2009,Strategy,0.02
V-Rally 3,PC,2015,Action,0.02
Full House Kiss 2,DS,2009,Sports,0.02
Dead to Rights,PC,2015,Misc,0.02
Thunder Force VI,DS,2009,Action,0.02
Majesty 2: The Fantasy Kingdom Sim,PS2,2007,Role-Playing,0.02
Turbo: Super Stunt Squad,PSV,2014,Misc,0.02
Dinotopia: The Sunstone Odyssey,PSP,2010,Action,0.02
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PS2,N/A,Sports,0.02
Dance! It's Your Stage,DS,2005,Sports,0.02
PachiPara 3D,3DS,2015,Misc,0.02
Command & Conquer Collection,PSV,2014,Racing,0.02
Kiss Bell,DS,2008,Puzzle,0.02
Earth Defense Force 2017 (old JP sales),PS2,2007,Adventure,0.02
Sengoku Hime: Senran ni Mau Otometachi,DS,2010,Simulation,0.02
GTI Club: Supermini Festa!,PS2,2010,Role-Playing,0.02
MuvLuv Double Pack,DS,2007,Misc,0.02
Koihime Enbu,DS,2010,Action,0.02
Romance of the Three Kingdoms XII,PC,2008,Puzzle,0.02
Worldwide Soccer Manager 2006,PSP,2013,Misc,0.02
Sora no Otoshimono Forte: Dreamy Season,PSP,2007,Puzzle,0.02
Mission: Impossible - Operation Surma,XB,2002,Sports,0.02
Trigger Man,PS2,2006,Sports,0.02
Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,Wii,2007,Racing,0.02
Hiiro no Kakera Portable,XB,2005,Action,0.02
Antz Extreme Racing,X360,2010,Shooter,0.02
Enemy Territory: Quake Wars,DS,2007,Sports,0.02
Truck Racer,PS3,2016,Shooter,0.02
The Sims 4: Luxury Party Stuff,PS2,2006,Fighting,0.02
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",DS,2010,Simulation,0.02
Triggerheart Exelica,PC,2008,Strategy,0.02
Jet Impulse,PSP,2011,Misc,0.02
Games Explosion!,PS2,2002,Adventure,0.02
Tennis no Oji-Sama: Card Hunter,DS,2009,Puzzle,0.02
Portable Island: Tenohira Resort,PC,2010,Shooter,0.02
Night Wizard the Video Game: Denial of the World,DS,N/A,Misc,0.02
Sengoku Efuda Yuugi: Hototogisu Ran,PS2,2006,Action,0.02
Tokyo Friend Park II DS,Game BoyA,2002,Action,0.02
Saenai Kanojo no Sodatekata: Blessing Flowers,PC,2011,Shooter,0.02
Adventure Time: The Secret of the Nameless,X360,2011,Sports,0.02
Kao the Kangaroo Round 2,PC,2008,Adventure,0.02
Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,XOne,2015,Action,0.02
Robopon 2: Ring Version,PS3,2016,Action,0.02
Evil Genius,PSP,2010,Adventure,0.02
Dragon Tales: Dragon Adventures,3DS,2012,Action,0.02
Moe Moe 2-ji Taisen (Ryoku) * Deluxe,DS,2010,Misc,0.02
Dream Dancer,PS2,2008,Racing,0.02
Powerbike,3DS,2013,Action,0.02
Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PS2,2007,Adventure,0.02
Magic Encyclopedia: Moonlight,PS2,2007,Adventure,0.02
Rayman 10th Anniversary,DS,2010,Sports,0.02
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,Game BoyA,2001,Puzzle,0.02
Online Chess Kingdoms,PSP,2011,Adventure,0.02
Gaku ? Ou: The Royal Seven Stars,Wii,2010,Puzzle,0.02
Pillars of Eternity,DS,2006,Adventure,0.02
RollerCoaster Tycoon: Gold Edition,PC,2006,Action,0.02
Professional Farmer 2016,Wii,2008,Racing,0.02
Storm Lover Kai!!,PS,1998,Action,0.02
Race Driver: Create & Race,PS2,2006,Fighting,0.02
Nurarihyon no Mago: Hyakki Ryouran Taisen,Game BoyA,2001,Role-Playing,0.02
Minna to Issho,XB,2005,Fighting,0.02
Harukanaru Toki no Naka de 6,Game BoyA,2005,Puzzle,0.02
Hummer Badlands,PC,2002,Simulation,0.02
I Doll U,PSP,2012,Action,0.02
Enkaku Sousa: Sana e no 23 Hiai,PS2,2008,Action,0.02
Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,Wii,2007,Misc,0.02
Pippa Funnell 2: Farm Adventures,XB,2003,Shooter,0.02
Iron Soldier 3,PSP,2009,Role-Playing,0.02
Oyaku de Asoberu DS Ehon: Ukkari Penelope,PC,2014,Action,0.02
Space Invaders Revolution,PC,2015,Action,0.02
Barbie and Her Sisters Puppy Rescue,PSV,2014,Adventure,0.02
Worms: WMD,PS2,2006,Role-Playing,0.02
Myst,PSP,2012,Action,0.02
UNO 52,GC,2002,Sports,0.02
Tiger & Bunny: Hero's Day,Wii,2009,Sports,0.02
Storm Lover 2nd V,PS3,2014,Sports,0.02
Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,XB,2006,Sports,0.02
Touhou Genso Rondo: Bullet Ballet,PS,1996,Role-Playing,0.02
Accel World: Kasoku no Chouten,Wii,2010,Sports,0.02
Poupee Girl DS,Game BoyA,2002,Misc,0.02
Pachinko Kaou: Misora Hibari,PC,2000,Simulation,0.02
Just Cause,PS2,N/A,Role-Playing,0.02
Choro Q,Game BoyA,2002,Sports,0.02
Narcissus: Moshimo Ashita ga Runara,PC,2010,Puzzle,0.02
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,Game BoyA,2003,Platform,0.02
IHRA Drag Racing: Sportsman Edition,DS,2008,Platform,0.02
"Sharin no Kuni, Himawari no Shoujo",PS3,2009,Racing,0.02
Guild Wars: Factions,PC,2016,Action,0.02
Simple DS Series Vol. 42: The Haioku Byoutou,PS2,2006,Misc,0.02
Drone Tactics,PSP,2011,Strategy,0.02
Technic Beat,GC,2002,Sports,0.02
So-Ra-No-Wo-To: Otome no Gojuusou,PS2,2004,Shooter,0.02
Farming Simulator 2014,PS3,2011,Role-Playing,0.02
Imperium Romanum,PS4,2014,Misc,0.02
Ship Simulator 2008,DS,2008,Misc,0.02
Curse of the Amsterdam Diamond,PS2,2002,Racing,0.02
Sengoku,XB,2003,Racing,0.02
Yume Neko DS,GC,2003,Racing,0.02
Dream C Club,PSP,2010,Role-Playing,0.02
IGT Slots: Lucky Larry's Lobstermania,DS,2007,Puzzle,0.02
Sid Meier's Civilization Revolution 2+,PC,2004,Shooter,0.02
SBK Superbike World Championship,PS2,2006,Sports,0.02
Memories Off 6: Next Relation,PSP,2009,Role-Playing,0.02
Scared Rider Xechs,XB,2006,Shooter,0.02
Vitamin X: Detective B6,GC,2003,Platform,0.02
Misshitsu no Sacrifice,PS3,2015,Action,0.02
You Don't Know Jack,DS,2007,Sports,0.02
Ouran Koukou Host Bu,3DS,2012,Misc,0.02
Lotus Challenge,PC,1999,Adventure,0.02
Meiji Toukyou Renka: Twilight Kiss,PSP,2006,Role-Playing,0.02
Xblaze: Lost Memories,PC,2006,Strategy,0.02
Turok,DS,2007,Simulation,0.02
Coven and Labyrinth of Refrain,PSP,2006,Adventure,0.02
Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,PS4,2016,Simulation,0.02
Dragon Zakura DS,DS,2005,Misc,0.02
Chameleon: To Dye For!,PS3,2011,Strategy,0.02
Hotel Giant DS,SNES,1994,Sports,0.02
Sora no Otoshimono: DokiDoki Summer Vacation,Wii,2010,Action,0.02
Blackthorne,PSV,2014,Adventure,0.02
Don Bradman Cricket 14,DS,2008,Shooter,0.02
DokuSui: DokiDoki Suikoden,PSV,2015,Adventure,0.02
Donkey Kong Jungle Beat,PC,2004,Adventure,0.02
Bomberman (jp sales),Game BoyA,2004,Shooter,0.02
Blazblue: Continuum Shift Extend,DS,2010,Puzzle,0.02
S.Y.K: Shinsetsu Saiyuuki,PC,2011,Strategy,0.02
Football Manager Live,PSP,2011,Adventure,0.02
Captain Morgane and the Golden Turtle,DS,N/A,Misc,0.02
Black Cat,PS2,2007,Misc,0.02
One Piece: Daikaizoku Coliseum,PC,2008,Action,0.02
Mortal Kombat,3DS,2013,Action,0.02
Smart Kid's Mega Game Mix,PSP,2010,Adventure,0.02
Diary Girl,PSP,2009,Adventure,0.02
Red Stone DS: Akaki Ishi ni Michibikareshi Monotachi,PS2,2002,Adventure,0.02
Serious Sam II,Game BoyA,2007,Misc,0.02
Wand of Fortune: Mirai e no Prologue Portable,DS,2009,Adventure,0.02
Sengoku Hime: Senran ni Mau Otometachi,PS2,2006,Adventure,0.02
Secret Game Portable,XOne,2015,Adventure,0.02
Demon Gaze 2,PC,2003,Adventure,0.02
Neverwinter Nights 2: Mask of the Betrayer,PSP,2013,Strategy,0.02
Kimi no Yuusha,DS,2010,Adventure,0.02
Call of Juarez,PS3,2015,Action,0.02
Tom Clancy's  Ghost Recon Advanced Warfighter (weekly JP sales),PS2,2007,Adventure,0.02
UEFA Champions League 2006-2007,PSP,2006,Role-Playing,0.02
Codename: Panzers Phase Two,PS4,2016,Action,0.02
Nobunaga no Yabou Online: Houou no Shou,PS2,2006,Misc,0.02
Rise of Flight: Iron Cross Edition,PSV,2016,Adventure,0.02
Cosmetic Paradise: Make no Kiseki,XB,N/A,Shooter,0.02
Unreal Tournament 2003,Wii,2010,Action,0.02
Nobunaga no Yabou DS,PS2,2010,Adventure,0.02
Uppers,XOne,2016,Action,0.02
Wand of Fortune Portable,PSP,2013,Adventure,0.02
Wiffle Ball Advance,DS,2006,Role-Playing,0.02
Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),PS,2001,Fighting,0.02
Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,PSP,2010,Adventure,0.02
The Last Remnant,PC,2010,Strategy,0.02
Ten Pin Alley 2,PC,2016,Adventure,0.02
Himawari: Pebble in the Sky Portable,XOne,2015,Sports,0.02
Wand of Fortune R,XB,2006,Action,0.02
Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,GC,2003,Strategy,0.02
My Little Baby,DS,2009,Racing,0.02
Kono Aozora ni Yakusoku o: Tenohira no Rakuen,PSP,2011,Action,0.02
Shinobi Koutsutsu,PSP,2012,Action,0.02
NiGHTS into dreams...,DS,2009,Misc,0.02
WinBack 2: Project Poseidon,XB,2005,Racing,0.02
Kaitou Rousseau,DS,2007,Platform,0.02
Utawarerumono: Futari no Hakuoro,X360,2010,Adventure,0.02
WRC 5: FIA World Rally Championship,DS,2008,Adventure,0.02
Totally Spies! Totally Party,DS,2006,Misc,0.02
GunParade Orchestra: Ao no Shou,X360,N/A,Sports,0.02
Impossible Creatures,PS3,2015,Action,0.02
Puyo Pop Fever,PC,2010,Strategy,0.02
Wizardry XTH: Unlimited Students,DS,2009,Simulation,0.02
Raven's Cry,DS,2009,Misc,0.02
Instant Brain,PSP,2010,Adventure,0.02
Guitar Hero III: Legends of Rock,PC,2006,Action,0.02
Blitzkrieg 2 Anthology,Wii,2011,Sports,0.02
Rayman Raving Rabbids,DS,2010,Misc,0.02
Abunai: Koi no Sousa Shitsu,PC,2006,Action,0.02
Coronation Street: The Mystery of the Missing Hotpot Recipe,PSV,2015,Action,0.02
Battle Worlds: Kronos,PC,2006,Simulation,0.02
Banjo-Kazooie,DS,2007,Misc,0.02
Samurai Shodown Anthology (JP sales),PS2,2007,Adventure,0.02
Winning Post 7 Maximum 2008,PSP,2011,Adventure,0.02
Sangoku Koi Senki: Otome no Heihou!,PSP,2012,Action,0.02
PDC World Championship Darts 2008,XB,2003,Shooter,0.02
WRC: FIA World Rally Championship,Wii,2013,Sports,0.02
Alfa Romeo Racing Italiano,DS,2009,Racing,0.02
"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",DS,2009,Puzzle,0.02
Digger Simulator,DS,2010,Puzzle,0.02
Turbo: Super Stunt Squad,PS,1996,Adventure,0.02
Super Robot Taisen XO,PS,2001,Action,0.02
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,DS,2008,Misc,0.02
Aquaman: Battle for Atlantis,PC,2014,Role-Playing,0.02
Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,Wii,2008,Action,0.02
IL-2 Sturmovik,X360,2010,Strategy,0.02
Mortal Kombat: Tournament Edition,Game BoyA,2006,Action,0.02
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PC,2009,Adventure,0.02
East India Company,DS,2010,Action,0.02
World Poker Tour,PSV,2015,Action,0.02
Sousaku Alice to Oujisama!,PS2,2010,Adventure,0.02
Empire Deluxe,PSV,2015,Adventure,0.02
Umihara Kawase Jun: Second Edition Kanzenban,PSP,2007,Puzzle,0.02
Infinite Stratos 2: Love and Purge,PS2,2007,Racing,0.02
Fab 5 Soccer,XB,2006,Shooter,0.02
Destiny Links,X360,2011,Adventure,0.02
Best Of Tests,DS,2007,Misc,0.02
Egg Mania: Eggstreme Madness,PC,2001,Strategy,0.02
Virtua Tennis 3,PSP,2010,Adventure,0.02
Pro Angler Moves,PS,2002,Action,0.02
Sakura Sakura: Haru Urara,PSV,2015,Action,0.02
Uta no * Prince-Sama: Sweet Serenade,PC,2007,Shooter,0.02
The Legend of Heroes: Trails in the Sky Third Chapter,Wii,2007,Simulation,0.02
Road Trip: Shifting Gears,PS2,2005,Misc,0.02
"Iza, Shutsujin! Koisen",Wii,2011,Platform,0.02
Major Dream: Major Wii Nagero! Gyroball!!,PC,2004,Racing,0.02
Hiiro no Kakera: Shin Tamayori Hime Denshou,PSP,2009,Role-Playing,0.02
Datenshi no Amai Yuuwaku x Kaikan Phrase,PC,2005,Action,0.02
Honda ATV Fever,PSV,2016,Adventure,0.02
Grooverider: Slot Car Thunder,PC,2010,Action,0.02
Superstars V8 Racing,DS,2008,Sports,0.02
Grand Theft Auto III,PS,1998,Action,0.02
Bakumatsu Koihana: Shinsengumi DS,Game BoyA,2002,Sports,0.02
Resident Evil 5 HD,PSV,2015,Adventure,0.02
Miyako: Awayuki no Utage,XB,2003,Shooter,0.02
Super PickUps,PC,2006,Simulation,0.02
Ben 10 Omniverse 2,X360,2015,Sports,0.02
Rewrite,PC,2008,Platform,0.02
Konami Classics Vol. 2,PS2,2006,Action,0.02
Aeon Flux,Game BoyA,2002,Sports,0.02
Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,GC,2002,Racing,0.02
Kana: Imouto,XOne,2016,Strategy,0.02
Barbie and Her Sisters Puppy Rescue,DS,2009,Sports,0.02
Rock N' Roll Racing,DS,2009,Adventure,0.02
Higurashi no Naku Koro ni Iki,X360,2016,Shooter,0.02
Marginal #4: Idol of Supernova,DS,2007,Misc,0.02
Nodame Cantabile,PS2,2007,Adventure,0.02
Paranormal Pursuit: The Gifted One,DS,2006,Role-Playing,0.02
DoDonPachi Saidaioujou,PS2,2006,Action,0.02
Last Escort: Club Katze,X360,2015,Sports,0.02
1/2 Summer +,PSP,2012,Action,0.02
Winning Post 7 Maximum 2008,Wii,N/A,Racing,0.02
Psycho-Pass,PS2,2009,Adventure,0.02
Brain Exercise With Dr. Kawashima,PC,2010,Strategy,0.02
Tears to Tiara: Kakan no Daichi Portable,DS,2006,Puzzle,0.02
Games Around the World,GC,2004,Action,0.02
Football Manager 2005,PSV,2013,Sports,0.02
Hitotsu Tobashi Renai V,PSP,2006,Shooter,0.02
Ninja Gaiden Sigma 2,PC,2010,Strategy,0.02
Turbo Trainz,PC,2005,Action,0.02
Theatre Of War,X360,2010,Sports,0.02
Nintendogs and Cats Golden Retriever and New Friends,PC,2008,Strategy,0.02
Young Justice: Legacy,PSP,2012,Action,0.02
Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,PS2,2007,Action,0.02
Monster Rancher Advance 2,PC,2008,Adventure,0.02
Madden NFL 13,WiiU,2014,Puzzle,0.02
Voodoo Chronicles: First Sign,XB,2004,Misc,0.02
Umineko no Naku Koro ni Portable 1,DS,2008,Misc,0.02
Dr. Slump & Arale-Chan,PC,2011,Shooter,0.02
Geten no Hana: Yume Akari,3DS,2014,Adventure,0.02
Festa!! Hyper Girls Party,DS,2011,Misc,0.02
Collar x Malice,DS,2005,Simulation,0.02
Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,Wii,2010,Simulation,0.02
Vanark,GC,2005,Platform,0.02
Dragon's Dogma Online: Season 2,PC,2011,Strategy,0.02
Game Book DS: Sword World 2.0,PC,2005,Shooter,0.02
WTA Tour Tennis,PC,2009,Puzzle,0.02
Norn + Nonette: Last Era,PC,2007,Sports,0.02
BlazBlue: Calamity Trigger,DS,2007,Action,0.02
Furious Karting,PS3,2014,Adventure,0.02
WSC REAL 09: World Snooker Championship,PSP,2010,Role-Playing,0.02
Harry Potter and the Chamber of Secrets,DS,2011,Action,0.02
Pet Shop Monogatari DS 2,PS2,2010,Misc,0.02
Mystery Legends: Beauty and the Beast,DS,2010,Misc,0.02
Fuuraiki 3,PSV,2013,Adventure,0.02
Chokkan! Asonde Relaxuma,X360,2010,Adventure,0.02
Hot Wheels: Stunt Track Challenge / World Race,PSV,2015,Action,0.02
Minna no Conveni,X360,2006,Role-Playing,0.02
Accel World: Kasoku no Chouten,PC,2009,Shooter,0.02
Izumo 2,DS,2010,Misc,0.02
Entaku no Seito: Students of Round,PS3,2007,Sports,0.02
Bratz: Forever Diamondz,Wii,2007,Racing,0.02
Isshoni Gohan. Portable,PS4,2016,Shooter,0.02
PC Engine Best Collention: Ginga Ojousama Densetsu Collection,DS,2005,Shooter,0.02
King of Fighters 2002: Unlimited Match Tougeki Ver.,DS,2011,Simulation,0.02
Monkey Madness: Island Escape,PC,2009,Role-Playing,0.02
Malice,PSP,2013,Misc,0.02
Raven Squad: Operation Hidden Dagger,PSV,2014,Adventure,0.02
htoL#NiQ: The Firefly Diary,PC,2013,Action,0.02
Tiger Woods PGA Tour 2005,Wii,2012,Action,0.02
Deus Ex,PC,2013,Platform,0.02
Rosario to Vampire: Tanabata no Miss Youkai Gakuen,PSP,2013,Adventure,0.02
Ouka Sengoku Portable,PSV,2016,Adventure,0.02
Smiley World: Island Challenge,3DS,2014,Action,0.02
Order Up!!,PS2,2007,Adventure,0.02
Wallace & Gromit: Curse of the Were-Rabbit,DS,N/A,Sports,0.02
Hanayamata: Yosakoi Live,DS,2007,Strategy,0.02
Shepherd's Crossing,DS,1985,Action,0.02
Dark Parables: The Exiled Prince,PS3,2010,Action,0.02
Military History: Commander - Europe at War,PC,2009,Strategy,0.02
Tactics Layer: Ritina Guard Senki,XB,2003,Racing,0.02
We Sing 80s,PS2,2006,Adventure,0.02
Republique,Game BoyA,2004,Shooter,0.02
San-X Character Channel: All-Star Daishuugou!,PS2,2008,Shooter,0.02
Rail Simulator,PC,2009,Simulation,0.02
Putty Squad,3DS,2013,Sports,0.02
Sega Golf Club: Miyazato San Kyoudai Naizou,GC,N/A,Action,0.02
Rozen Maiden: Gebetgarten,PSP,2010,Misc,0.02
Resistance Dual Pack,Wii,N/A,Misc,0.02
Princess Arthur,3DS,2011,Misc,0.02
Sakura-Sou no Pet na Kanojo,PC,2003,Strategy,0.02
Fatal Fury: Battle Archives Volume 2 (JP sales),PSV,2014,Adventure,0.02
Tantei Jinguuji Saburo: Hai to Diamond,X360,2006,Shooter,0.02
BattleForge,PS2,2009,Adventure,0.02
Jewel Quest II,Wii,2010,Racing,0.02
Toro to Morimori,PSV,2016,Adventure,0.02
Sonic & All-Stars Racing Transformed,PS4,2016,Fighting,0.02
Satisfashion,WiiU,2012,Strategy,0.02
Homeworld Remastered Collection,PC,2004,Sports,0.02
Metal Slug Anthology,DS,2011,Adventure,0.02
K-1 Grand Prix,GC,2004,Platform,0.02
Shorts,GC,2004,Shooter,0.02
Legoland,DS,2006,Action,0.02
Rave Master: Special Attack Force!,PSP,2008,Adventure,0.02
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,XB,2002,Racing,0.02
AKB1/48: Idol to Guam de Koishitara...,PC,2007,Shooter,0.02
Casper,Wii,2009,Racing,0.02
Hyakka Yakou,PC,2015,Simulation,0.02
Adventure Time: The Secret of the Nameless,PS2,2008,Adventure,0.02
Hakuoki: Reimeiroku DS,DC,2007,Shooter,0.02
Shin Hayarigami 2,DS,N/A,Simulation,0.02
Ro-Kyu-Bu! Secret Photo Op,Game BoyA,2006,Action,0.02
Caladrius,PS2,2007,Strategy,0.02
Who Wants to be a Millionaire: 2nd Edition,PSP,2006,Simulation,0.02
Duel Love: Koisuru Otome wa Shouri no Megami,PS2,2008,Adventure,0.02
Super Robot Monkey Team: Game Boy Advance Video Volume 1,PSP,2008,Misc,0.02
Freekstyle,DS,2006,Misc,0.02
Groovin' Blocks,PSV,2015,Action,0.02
Tomoyo After: It's a Wonderful Life CS Edition,3DS,2014,Adventure,0.02
Gardening Guide: How to get Green Fingers,PS2,2005,Platform,0.02
Aa Megami-samaa,PSP,2010,Adventure,0.02
Bunmei Kaika: Aoiza Ibunroku Saien,Game BoyA,2001,Role-Playing,0.02
Tsukigime Ranko's Longest Day,PC,2004,Strategy,0.02
Bakumatsu Rock,Game BoyA,2003,Platform,0.02
Far East of Eden II: Manji Maru,PSP,2008,Adventure,0.02
Family Jockey,DS,N/A,Misc,0.02
Thunder Alley,DS,2009,Racing,0.02
Dynasty Warriors: Eiketsuden,PSP,2011,Role-Playing,0.02
Spider-Man: Friend or Foe,DS,2010,Misc,0.02
Carmageddon: Max Damage,Game BoyA,2005,Platform,0.02
Nyaruko-San: Nafushigatai Game no You na Mono,DS,2010,Role-Playing,0.02
New Interpretation Stranger of Sword City,PSP,2006,Misc,0.02
Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,PSP,2012,Role-Playing,0.02
Victory Spike,PC,2014,Role-Playing,0.02
Sengoku Basara 2 Heroes,PC,2002,Strategy,0.02
Double Sequence: The Q-Virus Invasion,PS4,2015,Action,0.02
Brothers in Arms: Furious 4,PSP,2012,Action,0.02
Hi Hi Puffy AmiYumi: The Genie & the Amp,DS,2007,Racing,0.02
Densetsu no Yuusha no Densetsu: Legendary Saga,PS3,2011,Fighting,0.02
Zero no Tsukaima: Maigo no Period to Ikusen no Symphony,PSV,2011,Misc,0.02
Marvel: Ultimate Alliance,PSP,2015,Action,0.02
